,X,v,theta,theta_dot,energy
0,0.0,-2.0,1.2217304763960306,0.0,0.9744495810849845
1,-0.04,-1.5578367618895064,1.2217304763960306,0.04942652940321779,0.8342301445113856
2,-0.07115673523779013,-1.0711851669215986,1.222719006984095,0.0760291875233911,0.6420053221048252
3,-0.09258043857622211,-0.5256833586159434,1.224239590734563,0.07329939742006203,0.2892495807735611
4,-0.10309410574854098,-0.02471639761525135,1.225705578682964,0.09458184578557258,0.013443444867856225
5,-0.10358843370084601,0.5004232814313536,1.2275972155986754,0.10478099288495524,0.30121275611345044
6,-0.09357996807221894,1.0458636298547277,1.2296928354563745,0.10632366273358865,0.5895998553249673
7,-0.07266269547512438,1.5572688029664836,1.2318193087110463,0.12676675464169485,0.9355067690270982
8,-0.041517319415794715,2.102657943545772,1.2343546438038802,0.13200554157179895,1.2627787980106777
9,0.0005358394551207221,2.648015522825571,1.2369947546353162,0.139463886191033,1.5900504879267272
10,0.05349614991163214,3.1933412912134127,1.239784032359137,0.14923270401223432,1.8636020564451568
11,0.11736297573590039,3.7232411551199642,1.2427686864393817,0.16894596121526195,2.2300082531389167
12,0.19182779883829967,4.267172936487616,1.2461476056636869,0.18440674651379133,2.561899185778661
13,0.277171257568052,4.812399117469686,1.2498357405939626,0.20217802137517657,2.823018697466731
14,0.37341923991744574,5.345013962580465,1.2538793010214662,0.2291216789356992,2.8418816794569346
15,0.480319519169055,5.827357808118016,1.25846173460018,0.28300524395802,2.847041450842342
16,0.5968666753314154,6.270221793965525,1.2641218394793405,0.3586555594364715,3.3102118026024434
17,0.7222711112107258,6.749022802166147,1.27129495066807,0.4221205118501878,4.001384176557773
18,0.8572515672540488,7.2871435947339265,1.2797373609050737,0.46487890818832867,4.375867957284825
19,1.0029944391487273,7.8321729314039015,1.2890349390688403,0.5119054255123328,4.703116886516611
20,1.1596378977768054,8.377159823082959,1.299273047579087,0.5670133946647882,4.78068320852184
21,1.3271810942384645,8.894909417728943,1.3106133154723827,0.6419522001509673,5.21694197942941
22,1.5050792825930435,9.427101694682529,1.323452359475402,0.7206914081555927,5.660935690369949
23,1.693621316486694,9.972069048039874,1.3378661876385138,0.8056076159387572,5.78955233657697
24,1.8930626974474916,10.498920997509385,1.353978339957289,0.9092484407940465,5.0601287184119546
25,2.1030411173976793,10.93602262583906,1.3721633087731697,1.0553189396410962,0.5196413094931298
26,2.3217615699144605,10.977702044080392,1.3932696875659916,1.3312012253849106,2.897852885037316
27,2.5413156107960684,10.736689996359102,1.4198937120736899,1.6844230816254726,4.953928440657505
28,2.7560494107232505,10.317551236691003,1.4535821737061994,2.069596044828112,3.3969748120124157
29,2.9624004354570705,10.020540817782116,1.4949740946027616,2.413679940982195,2.4603800984978093
30,3.162811251812713,9.80164055885596,1.5432476934224055,2.731707652613295,1.0210548098682752
