,X,v,theta,theta_dot,energy
0,0.0,2.0,-1.0471975511965976,0.0,0.9971326982257339
1,0.04,1.5447851296886115,-1.0471975511965976,0.08679968402091641,0.4706162890501793
2,0.07089570259377223,1.2692702360884205,-1.0454615575161792,0.03882438550843476,0.544932715500313
3,0.09628110731554064,0.8783378363957843,-1.0446850698060104,0.07854894915217976,0.12467953058417917
4,0.11384786404345633,0.7532030814236104,-1.0431140908229668,-0.08143319603259656,0.23154458665212693
5,0.12891192567192855,0.47402658156934296,-1.0447427547436188,-0.1245807384130602,0.048304567185856385
6,0.1383924573033154,0.3850918837347832,-1.04723436951188,-0.31184616158458556,0.047844411475720945
7,0.14609429497801107,0.27385306057022535,-1.0534712927435717,-0.4830392454744321,0.017591635025378808
8,0.15157135618941558,0.2176887990973889,-1.0631320776530604,-0.69690329644526,0.0076781983810089395
9,0.15592513217136336,0.18802929671932106,-1.0770701435819656,-0.932196827813558,0.026340823956437512
10,0.15968571810574977,0.04848868291996358,-1.0957140801382368,-1.0918907078171929,0.0005025282967715119
11,0.16065549176414903,0.07066705144723774,-1.1175518942945806,-1.3685486725271998,0.004934172001021122
12,0.16206883279309378,-0.028390521612237277,-1.1449228677451246,-1.5678001399725854,0.0021519578765243786
13,0.16150102236084904,0.00948001786614737,-1.1762788705445764,-1.8590069528090862,0.0019480161817134747
14,0.161690622718172,0.09438763142889936,-1.213459009600758,-2.1793754898128865,0.003995505358487288
15,0.16357837534675,0.035427100412417256,-1.2570465193970157,-2.423869041184032,0.00020968934726463653
16,0.16428691735499834,-0.013986188990613393,-1.3055239002206964,-2.680641379468731,0.0037213500553005376
17,0.16400719357518606,-0.09640406646196106,-1.359136727810071,-2.931946075665177,0.00013008679363729695
18,0.16207911224594684,-0.10033061792223656,-1.4177756493233746,-3.2181477053658316,0.01299645965981495
19,0.1600724998875021,-0.007315082015127067,-1.4821386034306911,-3.529979091974211,0.0003772678132814396
20,0.15992619824719956,0.004196485919242751,-1.5527381852701754,-3.8243532797909263,0.00020121173059339784
